Id,rating
802553,4
802554,4
802555,5
802556,5
802557,4
802558,4
802559,4
802560,4
802561,4
802562,4
802563,5
802564,4
802565,4
802566,4
802567,3
802568,4
802569,4
802570,4
802571,4
802572,3
802573,4
802574,4
802575,4
802576,4
802577,5
802578,4
802579,4
802580,4
802581,4
802582,5
802583,4
802584,4
802585,4
802586,4
802587,4
802588,4
802589,5
802590,4
802591,4
802592,4
802593,4
802594,5
802595,4
802596,3
802597,4
802598,5
802599,3
802600,4
802601,5
802602,5
802603,4
802604,4
802605,4
802606,5
802607,3
802608,4
802609,4
802610,3
802611,4
802612,4
802613,4
802614,4
802615,4
802616,4
802617,4
802618,4
802619,4
802620,4
802621,4
802622,4
802623,3
802624,4
802625,4
802626,4
802627,4
802628,4
802629,3
802630,4
802631,4
802632,4
802633,4
802634,4
802635,4
802636,4
802637,4
802638,4
802639,3
802640,4
802641,5
802642,4
802643,5
802644,5
802645,4
802646,4
802647,3
802648,4
802649,5
802650,4
802651,4
802652,5
802653,4
802654,5
802655,4
802656,4
802657,4
802658,5
802659,4
802660,4
802661,3
802662,4
802663,4
802664,4
802665,4
802666,4
802667,4
802668,5
802669,4
802670,4
802671,4
802672,4
802673,4
802674,4
802675,4
802676,4
802677,4
802678,4
802679,4
802680,5
802681,4
802682,4
802683,3
802684,4
802685,4
802686,4
802687,4
802688,5
802689,4
802690,4
802691,4
802692,3
802693,4
802694,4
802695,3
802696,4
802697,4
802698,4
802699,4
802700,4
802701,4
802702,4
802703,4
802704,4
802705,4
802706,4
802707,4
802708,4
802709,4
802710,3
802711,5
802712,4
802713,4
802714,4
802715,5
802716,4
802717,5
802718,4
802719,4
802720,4
802721,4
802722,4
802723,4
802724,4
802725,4
802726,4
802727,4
802728,4
802729,4
802730,4
802731,5
802732,4
802733,4
802734,3
802735,4
802736,4
802737,5
802738,4
802739,4
802740,4
802741,4
802742,4
802743,4
802744,2
802745,5
802746,3
802747,4
802748,4
802749,4
802750,4
802751,4
802752,4
802753,4
802754,4
802755,3
802756,4
802757,4
802758,4
802759,4
802760,4
802761,4
802762,4
802763,4
802764,4
802765,5
802766,4
802767,4
802768,4
802769,3
802770,4
802771,4
802772,4
802773,4
802774,4
802775,4
802776,4
802777,4
802778,4
802779,4
802780,4
802781,5
802782,4
802783,4
802784,4
802785,4
802786,4
802787,4
802788,4
802789,4
802790,3
802791,4
802792,4
802793,4
802794,4
802795,4
802796,4
802797,4
802798,4
802799,5
802800,4
802801,4
802802,4
802803,4
802804,4
802805,4
802806,4
802807,5
802808,4
802809,4
802810,4
802811,4
802812,4
802813,4
802814,4
802815,3
802816,3
802817,5
802818,4
802819,4
802820,4
802821,4
802822,4
802823,4
802824,3
802825,4
802826,4
802827,4
802828,3
802829,4
802830,4
802831,3
802832,4
802833,4
802834,4
802835,4
802836,3
802837,3
802838,4
802839,4
802840,4
802841,4
802842,5
802843,4
802844,4
802845,4
802846,3
802847,4
802848,4
802849,4
802850,4
802851,4
802852,4
802853,4
802854,4
802855,4
802856,4
802857,4
802858,3
802859,4
802860,2
802861,4
802862,4
802863,4
802864,4
802865,4
802866,4
802867,4
802868,4
802869,4
802870,4
802871,4
802872,4
802873,4
802874,4
802875,4
802876,4
802877,5
802878,4
802879,4
802880,5
802881,4
802882,4
802883,4
802884,3
802885,4
802886,4
802887,4
802888,3
802889,4
802890,4
802891,4
802892,4
802893,3
802894,4
802895,4
802896,4
802897,4
802898,4
802899,3
802900,4
802901,4
802902,4
802903,5
802904,4
802905,4
802906,3
802907,4
802908,4
802909,4
802910,4
802911,4
802912,4
802913,4
802914,4
802915,4
802916,4
802917,4
802918,4
802919,4
802920,4
802921,1
802922,4
802923,4
802924,4
802925,3
802926,3
802927,3
802928,3
802929,4
802930,4
802931,3
802932,4
802933,4
802934,5
802935,4
802936,3
802937,3
802938,5
802939,4
802940,4
802941,4
802942,5
802943,4
802944,4
802945,3
802946,4
802947,4
802948,4
802949,4
802950,4
802951,4
802952,1
802953,4
802954,4
802955,3
802956,4
802957,4
802958,4
802959,4
802960,4
802961,4
802962,3
802963,3
802964,4
802965,4
802966,3
802967,4
802968,4
802969,4
802970,5
802971,4
802972,4
802973,4
802974,5
802975,2
802976,4
802977,4
802978,4
802979,4
802980,4
802981,4
802982,3
802983,3
802984,4
802985,4
802986,4
802987,5
802988,4
802989,4
802990,3
802991,4
802992,4
802993,3
802994,3
802995,4
802996,3
802997,2
802998,4
802999,4
803000,4
803001,4
803002,4
803003,4
803004,4
803005,3
803006,4
803007,4
803008,4
803009,3
803010,3
803011,3
803012,4
803013,2
803014,4
803015,3
803016,5
803017,3
803018,5
803019,4
803020,4
803021,5
803022,5
803023,4
803024,5
803025,4
803026,4
803027,4
803028,4
803029,4
803030,4
803031,4
803032,2
803033,3
803034,5
803035,3
803036,3
803037,4
803038,4
803039,4
803040,3
803041,5
803042,4
803043,4
803044,4
803045,5
803046,4
803047,5
803048,4
803049,5
803050,4
803051,4
803052,4
803053,5
803054,3
803055,4
803056,4
803057,5
803058,4
